ID,label,tanggal,judul,narasi,nama file gambar
75439,1,16-Mar-20,"Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan akan di ajukan oleh pihak Grab untuk memberi insetif 200rb per hari.","â€œCorona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan akan di ajukan oleh pihak Grab untuk memberi insetif 200rb per hari.â€",75439.png
75654,1,13-Feb-20,Video Detik-Detik Tsunami Jepang 12 Februari 2020,"Bencana tsunami melanda japan
 
 video amatir bencana tersebut telah tersebar luas di media sosial 12 â€“ 02 â€“ 2020
 
 telah dibagikan beberapa kali dalam tayangan siaran langsung
 
 Sebelumnya kami ucapkan terimakasih buat kalian semua yang sudah menyempatkan untuk berkunjung ke CHANNEL MWR OFFICIAL. Jangan lupa like, comment, share dan subscribe",75654.jpg
75829,1,9-Jan-20,Warga Garut Jadi Korban Begal,"Korban begal wengi Kamari, kajantenan namun di sekitar Pemda arah Jl. Patriot. Saurna anjeuna di begal, di candak hp srg di siksa seseorang dugi ka kitu",75829.png
75944,1,26-Dec-19,some say the sound of a whale,"Thrill voice from the bottom of the Sea, some say the sound of a whale.But in a history, when the Dajjal Laknatullah, will come out of the chains bondage will be heard a shrill voice, namely the voice of Dabbatul Arz. Allah knowsâ€™ akâ€™lam (only Allah knows).",75944.png
75961,1,23-Dec-19,Aa Gym Angkat Bicara Terkait Broadcast Silakan Ucapkan Selamat Natal Yang Catut Namanya,"Perlu disampaikan bahwa tulisan itu bukan tulisan Aa,
 
 Sayang sekali penulisnya berbohong atas nama orang lain, sebuah perbuatan yang tak dapat dibenarkan apapun niatnya.. Semoga penulis bisa menyadari kesalahannya dan tobat,",75961.png
76045,1,9-Dec-19,Nata De Coco Terbuat Dari Plastik dan Berbahaya Untuk Anak-Anak,Jangan beli minuman seperti nata de coco ini. Bahayanya seperti plastic TDK larut dalam perut,76045.png
76074,1,3-Dec-19,Pabrik Narkoba Yang Digrebek Di Tasikmalaya Semua Pelakunya Cina,PABRIK EXSTASI DI GRREBEG DI TASIKMALAYA PELAKUNYA SEEEEMUA CINAâ€¦MASIH BERSEKONGKOL DG CINA ?,76074.png
76106,1,28-Nov-19,aseng mulai pake no seri mobil china,Terjadi di Bandung .. aseng mulai pake no seri mobil china â€¦,76106.png
76424,1,25-Sep-19,Mahasiswa UINSU meninggal dunia saat melaksanakan demo di kota medan,"Adanya mahasiswa dari Universitas Islam Negeri Sumatera Utara yang meninggal saat melaksanakan aksi demo di kota Medan, Selasa 24 Agustus 2019.",76424.png
76490,1,16-Sep-19,Sri Mulyani Inginkan Dana Haji Rp 90 Triliun Untuk Menutupi Defisit BPJS,"Presiden Joko Widodo (Jokowi) menginginkan dana haji umat yang mencapai Rp 90 triliun dapat diinvestasikan ke berbagai instrumen investasi, seperti portofolio surat utang negara (SUN) maupun pembangunan infrastruktur juga menutupi depisit anggaran BPJS.",76490.png
76510,1,10-Sep-19,apa kyai kita mengakui bahwa kubu mereka curang ya ?,apa kyai kita mengakui bahwa kubu mereka curang ya ?,76510.png
76726,1,26-Jul-19,Penderita Gila akibat Pilpres meningkat tajam di sumbar,Penderita Gila akibat Pilpres meningkat tajam di sumbar.,76726.png
76832,1,10-Jul-19,Santunan Kecelakaan Jasa Raharja Naik 100 Persen,KORBAN /PASIEN Kecelakaan yang ga pny BPJS kesehatan ataupun BPJS ketenagakerjaan..,76832.jpg
76856,1,9-Jul-19,TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,GAWATTTâ€¦!!! TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,76856.png
77009,1,9-Jun-19,Di Austria Lahar Panas keluar dari Perut Bumi,"[NAUZUBILLAH YA ALLAH]-Di Austria Lahar Panas keluar dari Perut Bumi.
Mungkin Neraka Merindukan Penghuni nya.",77009.png
77073,1,22-May-19,Tol Jakarta - Cikampek Ambruk,"Maaff buat temen temen arah jakarta cikampek macet totolâ€¦jalan tol ambruk..,",77073.png
77589,1,3-Mar-19,FB LITE LAGI DI HACK,"INFO.
FB LITE LAGI DI HACK,
JIKA FB LITE ANDA SAAT BUKA PROFIL ORANG LAIN DAN MUNCUL FOTO PROFIL ANDA SENDIRI, BERARTI FB ANDA TERKENA VIRUS, CARA MENGHILANGKANNYA IKUTI LANGKAH BERIKUT",77589.png
77631,1,23-Feb-19,Munir Dibunuh Setelah Menyatakan Prabowo Tidak Bersalah,Munir tewas terbunuh satu bulan setelah wawancara di stasiun televisi swasta itu terjadi;,77631.png
78254,1,8-Nov-18,Megawati Soekarnoputri Dirawat di Rumah Sakit karena Stroke,"Untuk seluruh rakyat Indonesia
Mari kita doakan agar Ibu Megawati Presiden kita ke 5, yang sekarang ini sedang dirawat di rumah sakit, diangkat penyakit strokenya, diberikan kesehatan sehingga bisa membantu bpk Jokowi dipertarungan mempertahankan kursi RI 1",78254.png
78316,1,26-Oct-18,Penemuan Mayat Seorang Anak Kelas Satu SDN Pademangan Barat 11 Kemayoran,"Telah ditemukan mayat seorang anak SDN Pademangan Barat 11 kelas satu pada pukul 22.00 di Kemayoran,,, dgn kondisi yang mengenaskan yaitu anggota organ tubuh bagian dalamnya telah diambil dan dijual oleh pelaku. Menghilang saat pulang sekolah. Akibat orang tua telat menjemput.",78316.png
79057,1,13-Jul-18,NOMOR PORSI HAJI KEBERANGKATAN TAHUN 2018 HINGGA 2030,Smg bermanfaat Nomor Porsi Haji Reguler Tahun 2018 s/d Tahun 2030,79057.jpg
79129,1,1-Jul-18,"Indonesia ku sayang, Indonesia ku malang","Indonesia ku sayang, Indonesia ku malang.",79129.png
79193,1,21-Jun-18,PEMOGE TEWAS DI JALUR ALTERNATIF CIKIDANG,keluarga mnunggu anda,79193.jpg
79357,1,12-May-18,Gedung Kementrian Pun Akan Dijual,GEDUNG KEMENTRIANPUN AKAN DIJUALâ€¦?,79357.png
79427,1,3-May-18,"Sadarlah Wahai Rakyat Indonesia, Kita Ini Sedang Di Jajah","Indonesia ku sayang, Indonesia ku malang.
 Sadarlah wahai Rakyat Indonesia, kita ini sedang di jajah",79427.png
79606,1,3-Apr-18,Pulau Kita di Kabupaten Berau Sudah Dijual,"Pulau kita di Kab. Berau sudah dijual kah..
 Nah.. Kapan nih giliran kita di jual juga",79606.png
79611,1,1-Apr-18,9 Merek Pembalut di Indonesia Penyebab Kanker,"Kemenkes: â€œyang digunakan (dalam produksi pembalut) adalah klorin dioksida sebagai agen pemutih dan ini dinyatakan bebas dioksin, dan ini bukan gas klorin.â€",79611.png
80282,1,30-Nov-17,Modus Pencabulan Dan Pembiusan Oleh Pengamen di Angkutan Kota Purwakarta,Modus Pencabulan Dan Pembiusan Oleh Pengamen di Angkutan Kota Purwakarta,80282.png
80777,1,26-Jun-17,"Quraish Syihab Jadi Khatib Sholat Ied, Masjid Istiqlal Sepi Jamaah!","Quraish Syihab JADI Khatib, Jamaah Sholat Ied Istiqlal Sepi!",80777.jpg
81115,1,4-Feb-17,: Anggota Kepolisian Tergabung Dalam Jaringan Radikalisme,"merekalah yg tak mementingkan pangkat dunia, mereka inginkan jihad rindu syahid di jln ALLAH. mereka di syria kita doakan perjuangan mereka berdua amin",81115.png
81628,1,26-Jul-16,"Jenazah Siyono utuh, berarti ybs Mati Syahid",Kematian Siyono di tangan Densus 88 telah mencatatkan dirinya sebagai korban ke 121 terduga teroris yang langsung dibunuh tanpa bukti. Terdapat kisah menarik dalam jasad Siyono. Jasadnya tidak membusuk meskipun sudah hampir sebulan dikuburkan.,81628.jpg
81766,1,9-Feb-16,"Pembangunan Jembatan Kolelet di Lebak, Banten","Apakah ini hoax, mohon informasinyaâ€¦?",81766.jpg
82132,1,5-Aug-20,Gambar Perjuangan FPI Tahun 1940 Melawan Penjajah dari Belanda,Perjuangan FPI tahun 1940 melawan penjajah dari Belanda.. Subhanallah,82132.jpg
82150,1,4-Aug-20,Tangkapan Layar Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban,Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban,82150.jpg
82160,1,4-Aug-20,Klaim Hadi Pranoto Soal COVID-19,Nama Prof. Hadi Pranoto sulit sekali di cari di internet. Ada tapi sedikit sekali. Padahal sejak bulan Mei beliau sudah menemukan Antibodi Covid 19 ini. Dan sekarang Antibodi Covid 19 ini sudah terbukti menyembuhkan banyak orang. Wisma Atlet pun mendapat pasokan obat ini dan pasien terbukti sembuh.,82160.jpg
82546,1,2-Jul-20,Status Gerakan Si Kadrun Harus di Hentikan,Gerakan si kadrun harus di hentikan.ðŸ‘Škami siap menunggu komando.ðŸ¤Ÿmerdeka..!,82546.jpg
82700,1,11-Jun-20,"Artikel Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, ini Faktanya","Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, ini Faktanya.",82700.jpg
82939,1,16-May-20,Anak 10 Tahun Meninggal dan Tidak Bisa Keluar Rumah Sakit Akibat Terbentur Biaya,"KACAU BALAU PEMAHAMAN TENTANG BPJS SEPERTI INI â€“ SETELAH SAYA CHECK TERNYATA YG BERSANGKUTAN TERPAPAR ALIRAN SESAT, MESKIPUN DEMIKIAN JPKP TETAP BANTU MENYELESAIKAN MASALAHNYA",82939.png
83199,1,25-Apr-20,Video nasehat dari alm. Erma Yunita Simamora yg meninggal pd tanggal. 20-04-2020 di RS AR Bunda Lbk Linggau,"KORBAN COVID-19 KISIMAK DG SEKSAMAâ€¦ SAMPAI HABIS. Mari dengarkan nasehat dari alm. Erma Yunita Simamora yg meninggal pd tanggal. 20-04-2020 di RS AR Bunda Lbk Linggau. Semoga bermanfaat buat semua, semoga alm husnul khotimah. Aamiin YRA",83199.png
83417,1,1-Apr-20,Foto Hababina Rizieq sudah menjadi tangan kanan yang mulia Baginda Donald Trump,"Wooooi cebong, ini satu lagi bukti bahwa Imam Jumbo kami masih eksis dan tidak gembel di ngarab sana. Saat ini Hababina Rizieq sudah menjadi tangan kanan yang mulia Baginda Donald Trump. Bahkan kunci nuklir Mamarika udah ada ditangan beliau sekarang. Sekali lagi ente bilang dia gembel, bakal almarhum ente sekecamatanâ€¦",83417.jpg
83894,1,2-Feb-20,Foto China Dilaporkan Diam-diam Kremasi Korban Virus Corona,China dilaporkan mengkremasi mayat secara rahasia karena jumlah pasien virus korona melonjak melewati 7.000. Virus itu kini telah menginfeksi lebih banyak orang di China daripada SARS.,83894.png
84063,1,4-Jan-20,Foto Hati2ada bakso tikus,Tlong jngn trlalu prcyg sm penjual bkso yg selalu pindh2 sm yg dpngr jln cbk klian lihat ni tryta ad yg pngn irit gk mau bli dging jdi dia critkus pngr jln ting sbrkn ni bg ady,84063.png
84263,1,4-Dec-19,"korban terkaman harimau d jln garuda sakti, pekan baru",korban terkaman harimau d jln garuda sakti pekan baru..,84263.png
84949,1,23-Jul-19,"Ahok beli tanaman plastik 8 M dipake sebentar, Ganjar nyanyi bareng slank 18 M cuma sehari","Ahok beli tanaman plastik 8 M dipake sebentar..mereka diam..
 Ganjar nyanyi bareng slank 18 M cuma sehari ..mereka diam juga..
 Kenapa dengan Anies yg hanya 550 Jt dan dipakai lama mereka sok perduli anggaran..??",84949.png
84975,1,17-Jul-19,Daftar Obat Terlarang BPOM,Info kn bt keluarga tercinta anda,84975.png
85018,1,11-Jul-19,Kemendagri Telah Menolak Perpanjangan Izin FPI,"Cc @kemendagri

#kemendagri Tolak Perpanjangan Izin Ormas #FPI

#BubarkanFPI #FPIWajibDibubarkan #ormasislam #ormasterlarang #HRS #wow_indonesiaone",85018.jpg
85421,1,26-Apr-19,"Pemerintah Tak Mampu, Dana Haji Menipis",Innalillaahi Wainna Ilaihi Raajiuun,85421.jpg
85500,1,20-Apr-19,2014 Jokowi tidak di wakili suara rakyat menjadi presiden dengan kecurangan,Fakta 2014 lalu Jokowi tidak di wakili suara Tuhan (suara rakyat) sehingga menjadi presiden dengan kecurangan.,85500.png
86132,1,7-Jan-19,Hoax adalah Berita yang Tidak Sesuai dengan Kepentingan Penguasa,"â€œHoax adalah Berita yang Tidak Sesuai dengan Kepentingan Penguasa,â€ posting akun Facebook Neng Renny Satriyo (@arini.setyowati), Kamis (3/1)",86132.png
86828,1,14-Sep-18,INILAH LAMBANG PENGIKUT DAN PENGANUT PERJANJIAN DENGAN DAJJAL,"FAKTA !!!
 INILAH LAMBANG PENGIKUT DAN PENGANUT PERJANJIAN DENGAN DAJJAL.
 BIARKAN FOTO DAN VIDEO YG MENJELASKANâ€¦",86828.jpg
86859,1,10-Sep-18,Imbauan Polri Terkait Razia Cipta Kondisi Besar-besaran pada 11 September - 11 Oktober 2018,"Di beberapa lini masa media sosial beredar himbauan yang mengatasnamakan Mabes Polri yang ditujukan kepada seluruh masyarakat Indonesia mengenai Operasi Cipta Kondisi Razia pengecekan kendaraan, premanisme, dan narkotika, yang digelar secara besar-besaran.",86859.jpg
87012,1,17-Agu-18,FAKTA dana kampanye Jokowi,FAKTA dana kampanye Jokowi :,87012.png
88225,1,17-Jan-18,Menteri Keuangan Sri Mulyani Memiliki 1.200 Bitcoin,Menteri Keuangan (Menkeu) Sri Mulyani yang seolah diberitakan oleh sebuah media massa memiliki 1.200 bitcoin,88225.jpg
89973,1,11-Jan-16,ILC TV One Di Bredel oleh Aparat,ADA APA SEBENARNYA DENGAN NEGERI INI? SUNGGUH IRONIS,89973.jpg
90037,1,17-Nov-15,Enzim RNASE dapat Membunuh Bakteri dalam Makanan,Ada yg bisa menjelaskan ttg enzim RN ase yg terdapat di tangan? Dihasilkan oleh apa? Dan apakah efektif membunub bakteri yg terdapat dalam makanan?,90037.jpg
90180,1,18-Aug-20,Wearing a mask causes Legionnaires disease,Wearing a mask causes Legionnaires disease,90180.jpg
90483,1,25-Jul-20,Kutipan Kim Bok Dong Sebelum Dibunuh oleh Aktifis China,"BILA NEGERI MU TAK INGIN HANCUR, JANGAN PERNAH KAU BERIKAN KEPERCAYAAN KEPADA SIAPAPUN BERMATA SIPIT YANG SUARA YANG SUARA BICARANYA KERAS, KARENA SETIAP UCAPANNYA ADALAH KEBOHONGAN DAN ISI FIKIRANNYA PENUH PENGKHIANATANâ€, KIM BOK-DONG PAHLAWAN KOREA SEBELUM DIBUNUH AKTIFIS CHINA,",90483.jpg
90645,1,10-Jul-20,Risma Sujud ke IDI Karena Warga Surabaya Tidak Diterima Di RSUD Dr Soetomo,"Untuk teman-teman fbku, yang melihat Surabaya zona hitam, harap dibaca. Smua yang d luar surabaya boleh di rawat di surabaya (rs milik sby), akan tetapi untuk warga Surabaya sendiri tidak diperbolehkan untuk ke rs milik rs dr soetomo (milik pemprov) SAMPAI BU RISMA SUJUD KE IDI. SAKING JANCOK DAN BOBROK E PEMROV JANCOK",90645.png
90690,1,7-Jul-20,Anies Sebut Solusi Banjir adalah Tinggal Tunggu Musim Kemarau,SOLUSI BANJIR ITU MUDAH TINGGAL TUNGGU MUSIM KEMARAU,90690.jpg
90724,1,3-Jul-20,"Video Jokowi & Mega Naik Pitam, Ternyata Hasto yang Bongkar Sebut RUU HIP Diusulkan PDIP",â€™HAYO LOâ€™ JOKOWI & MEGAWATI NAIK PITAM! Ternyata HASTO yang BONGKAR Sebut RUU HIP DIUSULKAN PDIP,90724.jpg
91266,1,5-May-20,Pemerintah Membagikan Kuota 10GB Gratis sebagai Insentif untuk Melawan COVID-19,Maka dari itu pemerintah bekerja sama dengan seluruh provider diindonesia membagikan kuota sebesar 10GB agar kita semua tetap berkomunikasi.,91266.png
91268,1,5-May-20,"Tidak Memakai Masker, Pengendara Motor dan Mobil Didenda  Rp 5 Juta atau Kurungan Penjara Dua Minggu","Bagi yg keluar rumah. Pejalan kaki, pengendara motor/mobil, harap pakai masker, sanksi tilang sdh diberlakukan, denda 5 juta atau penjara 2 minggu ayo kita disiplin demi perangi Covid19 bersama sama agar cepat berakhir saudara-saudari",91268.jpg
91346,1,29-Apr-20,WHO Sebut Penularan Corona Tak Lagi Hanya Lewat Droplet Tapi Juga Udara,"Resmi dinyatakan oleh WHO bahwa covid-19 tidak lagi hanya ditularkan lewat droplet atau titik air berisi vorus dari batuk dan bersin, tetapi sekarang virus tersebut dari hasil penelitian bisa bertahan di udara, melayang-layang sampai 8 jam sesudah keluar dari tubuh penderita saat bersin atau batuk, tidak lagi butuh medium cairan untuk bertahan.",91346.jpg
91396,1,25-Apr-20,Kota Serang Berlakukan PSBB Terhitung Sejak 23 April 2020,Assalamualaikum menginformasikan pelaksanaan PSBB (Pembatasan Sosial Berskala Besar) akan mulai pada Hari Rabu tgl 23 April 2020,91396.png
91497,1,13-Apr-20,Video BLACK MARKET *ITALIA SUDAH MENYERAH*,"Perdana Menteri Italia berkata : Penjagaan kami sudah tiada. Penyakit ini terus membunuh kami. Segala Penyembuhan di Dunia, Sudah Tamat. â€¢ Semalam 427 Meninggal. â€¢ Hari Ini 627 Meninggal. â€¢ 1529 orang Meninggal Dalam Waktu 3 Hari. â€¢ 5986 Kasus Baru Dalam Satu Hari!! Italia telah Gagal Sepenuhnya.. Presiden Italia Menangis. Italia merupakan negara yang Memiliki Pertahanan Kesehatan #Terbaik di Dunia. Tapi Mereka Telah Gagal Mencegah COVID-19 Masuk ke Negaranya. Karena pada Awalnya Mereka Menganggap COVID-19 Hanyalah Gurauan belaka.",91497.png
92087,1,31-Jan-20,Presiden China Mengumumkan Virus Corona Telah Menjadi Epidemi dan Memohon Kepada Umat Islam Mendoakan China,Presiden China mengumumkan virus corona telah menjadi epidemi dan memohon kepada umat Islam mendoakan China. (Aljazeera),92087.jpg
92211,1,8-Jan-20,anjing menyelamatkan bayi koala di kebakaran,"Seorang suami dan istri di Australia membuka pintu mereka untuk pemandangan ini. Anjing keluarga muncul dengan bayi koala di punggungnya, yang diselamatkan dari api. Sorot mata mereka menceritakan kisah itu.",92211.png
92227,1,7-Jan-20,Anggota BANSER di kudus jawa tengah di keroyok sama emak-emak penjual nasi uduk,"Anggota BANSER di kudus jawa tengah di keroyok sama emak-emak penjual nasi uduk. Mengaku sebagai bareskrim pangkat mayor biar bisa makan gratis. Si emak jadi kaget dan brutal setelah melihat ada nama BANSER di dadanya. info lain, bapak inilah yg dulu pernah menghadang Ustadz abdul somad saat berziarah di kudus jawa tengah",92227.png
92428,1,9-Dec-19,FPI Bukan Mengancam Kedaulatan NKRI Justru Yg Menunggangi NU itu yang harus Di Bersihkan MENHAN PRABOWO SUBIANTO,"Benar banget Jendralâ€
 Di gambar yang menampilkan foto Menteri Pertahanan Prabowo Subianto, juga terdapat narasi â€œFPI Bukan Mengancam Kedaulatan NKRI Justru Yg Menunggangi NU itu yang harus Di Bersihkan MENHAN PRABOWO SUBIANTO",92428.png
92607,1,1-Nov-19,Video politisi Brasil dilempar ke sungai,Walikota ini menjanjikan sebuah jembatan di sungai. Dia datang lagi untuk kampanye pemilihan masa jabatan baruâ€¦ Lihat bagaimana publik menyambutnya..,92607.png
92632,1,28-Oct-19,Jokowi Memberikan Setengah Kekuasaannya kepada Prabowo,"Alhamdulillah pak Prabowo diberikan kewenangan mutlak atas pertahanan negara,membawahi bin,tni,polriâ€¦ini artinya jokowi memberikan setengah kekuasaannya kepada Prabowo ,cebong pun kelojotan ,kami tunggu gebrakan jendral tercinta @prabowo",92632.png
93855,1,21-Mar-19,Terjemahan Surat Al Kafirun dalam Al-Quran Diganti Kata Non-Muslim,"Astaghfirullahâ€¦.Allah Ya Kariim..
Ente bahlul !!! Orang ini Waras apa tidak ya,,,
Sudah Tidak Bisa Didiamkan Rezim ini,
#salamakalsehat",93855.png
94884,1,03-Okt-18,Beberapa Foto dan Video Letusan Gunung Soputan Sulawesi Utara,Gunung Soputan,94884.jpg
94963,1,21-Sep-18,Didit Prabowo akan menikahkan para gay,Didit Prabowo akan menikahkan para gay,94963.jpg
95132,1,29-Agu-18,Ustaz Di Cianjur Dipersekusi dan Dibacok,"Kalian terlalu sibuk posting tentang Pilpres, sibuk posting tentang #2019 ganti Presiden sibuk posting #2019 tetap Jokowi sibuk posting persekusi.",95132.jpg
95779,1,8-May-18,"Pengurusan SIM C Massal di Kecamatan Kromengan, Kabupaten Malang","Hallo dulirrrrrr.
 Iki ono pembuatan sim massal di kromengan. Siapa yg mau daftar hrp siapkan fr copy Ktp 5 lbr dan ft copy kk 5 lbr. Uang pendaftaran rp 150 ewu. Bagi Yg berminat besok pagi hrp seturkan berkas ke sudimoro biar sy bawa sekalian . Bsk Sy mau ke kromengan. InsyaaAllah",95779.png
96786,1,16-Nov-17,Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat,"Rina Nose Buang Jilbabnya Sebut Islam Itu Ajaran Sesat

",96786.jpg
97112,1,25-Aug-17,: Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua,Bunga Megapuspa yang mekar di Puncak Jayawijaya Papua,97112.jpg
98156,1,4-Feb-16,KOD Babi pada makanan?,"jumat pagi anak-anak jajan ice cream. cek label halal MUI ada, tapi begitu cek ingredestnya astagfirullah menghandung lemak babi. berhati-hatilah kaum muslimin semuanya",98156.jpg
98242,1,25-Oct-15,Kronologis Insiden RSO 1 Palangkaraya,Kronologis Insiden RSO 1 Palangkaraya,98242.png
98598,1,29-Jul-20,Foto Pangeran Saudi Disandingkan dengan Pangeran Diponorogo,"Gambar kiri : Pangeran Saudi, gagah, berwajah tampan dan juga sangat berwibawa.. Gambar kanan : Pangeran Diponorogo, pantesan wajahe koyok reog..",98598.jpg
98616,1,29-Jul-20,Antena 5G di dalam masker Anda,5G antenna inside of your masks,98616.png
98627,1,28-Jul-20,Foto Siswi Bunuh Diri karena Tak Bisa Mengikuti Kelas Online,"Kelas Online Makan Korban, Siswa Ini Bunuh Diri karena Tak Punya Ponsel.",98627.jpg
98758,1,18-Jul-20,Gambar Presiden Jokowi Pamit Ke SBY Pulang Ke Solo,Jokowi : â€œmo pamit..pakâ€¦! SBY : â€œRakyat senang bila anda MUNDUR sekarang sebab kalo lebih lama negeri ini bakal karaâ€¦Silahkan kembali ke Solo..mung-kin bisa lanjutkan proyek Esemka yg fenomenal ituâ€¦monggo!!!â€,98758.jpg
98783,1,16-Jul-20,Gambar Islam Jangan Liberal!,ISLAM JANGAN LIBERAL!,98783.png
98988,1,24-Jun-20,Foto singapore bisa banjir kayak gini,"Cukup heran klu singapore bisa bnjir kyk gini,,, Bedok",98988.png
99161,1,3-Jun-20,La Gode menyerang asrama TNI,Tadi siang saya ditemui dan diberitahu tetangga Ruslan Buton di Bau-Bau bhw La Gode yang dibunuh bukan petani tetapi Preman di Halmahera yg sangat meresahkan masyarakat. Dia dibunuh ketka menyerang asrama TNI. Itu sebabnya Ruslan Buton dkk dapat apresiasi warga.,99161.png
99183,1,30-May-20,Video Detik-Detik Pesawat Komersial Jatuh di Pemukiman Dekat Bandara Internasional Jinnah Karachi Pakistan,"Pesawat komersial jatuh Detik detik pesawat komersial jatuh di permukiman dekat Bandara Internasional Jinnah Karachi Pakistan, Jumat (22/5/2020).",99183.jpg
99290,1,19-May-20,1962 Italian magazine described 2022 world would look like,"In 1962, an Italian magazine described what the world would look like in 2022.",99290.png
99301,1,18-May-20,"15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19","15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19",99301.png
99387,1,11-May-20,"Jack Mas advice, hopefully we can get through 2020","Jack Maâ€™s advice, hopefully we can get through 2020",99387.png
99623,1,22-Apr-20,"Foto Anies Baswedan makan bersama adalah Amateur Editor, Editor Pemula",Belajar melihat gambar bicara,99623.png
99926,1,22-Mar-20,100 GB Gratis Ulang Tahun ke 21 Google,GOOGLE 21st Birthday Offer GOOGLE is celebrating its 21st birthday by giving 100GB 4G Free Data to all users.,99926.png
100094,1,9-Mar-20,Pangeran Uni Emirat Arab Dikabarkan Positif Virus Corona,"Pangeran Uni Emirat Arab (UEA), Mohammaed bin Zayed, dikabarkan terinfeksi virus corona (COVID-19) pada Rabuu, 4 Maret 2020. Sejumlah pemberitaan lokal UEA mengungkapkan bahwa Putra Mahkota Abu Dhabi tersebut didiagnosis positif virus corona dan saat ini tengah dikarantina.",100094.png
100494,1,29-Dec-19,singapore seperti china komunis yang membenci Islam,"Polisi kafir Singapore menggelar latihan penanggulangan teroristme di Masjid dgn tetep memakai sepatu najis di dalam karpet masjid..
 
 Laknatullah alaihim..!!!
 
 Sejak di kuasai oleh china,singapore tidak ubahnya sprt china komunis yang membenci Islam..!!",100494.png
100627,1,7-Dec-19,Prof. Taruna Ikrar : Ahok termasuk pemimpin di Indonesia yang perlu diobservasi otaknya.,"Prof. Taruna Ikrar, guru besar Neurobiologi â€“ Universitas California â€“ Amerika Serikat, calon penerima nobel, setelah mengamati perilaku dan retorika Ahok selama menjabat Gubernur Jakarta, menyatakan, dari sudut pandang neurosains, Ahok termasuk pemimpin di Indonesia yang perlu diobservasi otaknya.",100627.png
100926,1,7-Oct-19,taman moroseneng sememi surabaya,taman moroseneng sememi surabÃ ya,100926.png
100992,1,25-Sep-19,"Muncul Himbauan Libur Pertanggal 23 September Mengatasnamakan Plt Gubernur Aceh Akibat Kabut Asap, Karo Humas Nyatakan Tidak Benar","Himbauan yang mengatasnamakan Plt Gubernur terkait kebakaran hutan itu tidak benar alias hoaks,",100992.jpg
101206,1,23-Aug-19,Penjelasan Fenomena Hiu Menepi di Pinggir Pantai Nusa Dua,"Terpantau banyaknya ikan hiu menepi di bibir pantai Nusa Dua, Selasa (20/8) siang tadi, sehingga membuat heboh pengunjung pantai. Kira-kira ini pertanda apa ya semeton?",101206.jpg
101681,1,14-May-19,Video Siaran Kecurangan Pilpres TV Al Jazeera,"*TV Al-Jazeera* menyiarkan kecurangan Pemilu di Indonesia, bikin geger Dunia. Pemilu curang telah dipertontonkan oleh Rezim Jokowi yang merusak citra Indonesia dimata dunia, demokrasi sudah mati di Indonesia. Itu Wiranto kalau berani suruh tutupâ€¦",101681.png
101878,1,20-Apr-19,"Yudis, konsultan IT KPU yang mengendalikan Sistem Penghitungan  KPU adalah pendukung 02",Bagaimana iniâ€¦. ????,101878.png
102627,1,22-Dec-18,SMS Bencana Akhir Tahun Yang Dikeluarkan BMKG,Perhatian kepada warga Indonesia supaya tanggal 21 sampai akhir bulan Desember supaya senantiasa waspada karena akan ada bencana yang akan menimpa negara Indonesia. Hal ini telah disampaikan oleh anggota BMKG supaya selalu berhati-hati,102627.jpg
102689,1,7-Dec-18,Foto Prabowo Berpakaian Uskup di Gereja,"Ini gambar hoax bukan ya???. Kalau seandainya benar, kasihan agama jadi komuditas politik sajaâ€¦ padahal gak usah gini2 bangetâ€¦ Pak @Jokowi muslim sejati juga di cintai Nasraniâ€¦ orang di pilih karena kualitas nya bukan spt iniâ€¦.",102689.png
103147,1,22-Sep-18,Infografis Integrasi Tarif Tol JORR,"Setelah ditunda beberapa kali, akhirnya integrasi tarif transaksi di tol Jakarta Outer Ring Road (JORR) dgn akses Tanjung Priok (Rorotan-Kebon Bawang), dan jalan tol Ulujami-Pondok Aren ditetapkan jadwal penerapannya berlaku mulai 22 September 2018 pukul 00.00 WIB.",103147.jpg
103248,1,9-Sep-18,KPU Lakukan Voting Pemilihan Capres Melalui Facebook,"Ini Voting 100% Real!!
 Siapa Calon Presiden Pilihan Rakyat 2019?",103248.jpg
103747,1,26-Jun-18,Pemerintah Akan Mencabut Subsidi Gas Elpiji 3 Kilogram Pada Bulan Juli,"bagi rakyat miskin masih bisa beli tabung yg warna hijau , tp belinya dikantor kelurahan. jatah beli 2 kali / bulan. dan antri macam beras raskin",103747.png
